Title,Description,Item Categories,Price,Sku,URL,Image URLs,Colors,Brand,width,height,depth,Retailer
Wendora Dining Table,"Dress your dining space in exceptional style with the Wendora dining room table. Its two-tone styling, featuring a light bisque wood finish and glossy white acrylic tabletop insert, hits just the right note for a crisp, contemporary look. The table's modern design and sleek aesthetic make for a lovely ensemble.",Dining Room Tables,679.99,D950-25,https://www.ashleyfurniture.com/p/wendora_dining_table/D950-25.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D950-25-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D950-25-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D950-25-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D950-25-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D950-25-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D950-FINISH-500?$AFHS-Grid-1X$",Bisque/White,Ashley furniture,76,30.13,38,ashleyfurniture.com
Johnelle Dining Table,"Countrified cool. Merging urban casual appeal with hearty rustic character, the Johnelle 60"" round dining table serves up style and substance. Infusing an earthy element, the wire-brushed texture captures the essence of reclaimed lumber. Inspired by traditional architecture, generously scaled moulding detailing gives the pedestal profile just enough refinement. Weathered gray finish adds distinctive character.",Dining Room Tables,,D776D7,https://www.ashleyfurniture.com/p/johnelle_dining_table/APK-D776-50.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-50T-50B-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-50T-50B-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-50T-50B-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-FINISH-500?$AFHS-Grid-1X$",Gray,Ashley furniture,60,30,60,ashleyfurniture.com
Coviar Counter Height Dining Table and Ladderback Bar Stool Set,"The Coviar counter table set raises the bar on how beautiful simplicity can be. A wonderfully clean-lined profile is dramatically enriched with a complex, burnished finish loaded with tonal variation and rustically refined character. Cushioned bar stools in a practical faux leather take a classic ladderback design to a new level of comfort.",Dining Room Sets,449.99,D385-223,https://www.ashleyfurniture.com/p/coviar_counter_height_dining_table_and_bar_stools_set_of_5/D385-223.html?cgid=dining-sets,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D385-223-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D385-223-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D385-223-MOOD?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D385-FINISH?$AFHS-Grid-1X$",Brown,Ashley furniture,42,36,42,ashleyfurniture.com
Jeanette Dining Table and 4 Chairs and Bench Set,"With its fashion-forward take on farmhouse styling, the Jeanette 6-piece dining room table set is a feast for the senses. The table’s clean-lined Parsons styling is a timeless choice that works so well with an eclectic seating arrangement featuring wingback chairs and a bench. Deep button tufting enhances the luxurious look, designed to make gathering around the table an easy-elegant experience.",Dining Room Sets,,APG-D702-255,https://www.ashleyfurniture.com/p/jeanette_dining_table_and_4_chairs_and_bench/APG-D702-255.html?cgid=dining-sets,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-25-01%284%29-08-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-25-01%284%29-08-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-25-01%284%29-08?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-25-01%284%29-08-VERT?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-25-ANGLE-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-25-TOP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-25-DETAIL-A?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-25-DETAIL-B?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-25-SIDE-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-01%282%29?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-01-DETAIL-A?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-01-DETAIL-B?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-01-ANGLE-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-08?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-08-DETAIL-A?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-08-DETAIL-B?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-08-ANGLE-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-08-SIDE-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-25-Jeanette-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-01-Jeanette-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-08-Jeanette-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D702-FINISH?$AFHS-Grid-1X$",Black,Ashley furniture,42,30,72,ashleyfurniture.com
Havalance Counter Height Dining Table and 4 Barstools Set,"Have your fill of modern farmhouse style with the Havalance 5-piece counter height dining set. The table’s distressed two-tone treatment blends weathered gray with vintage white for an utterly charming effect. Robust legs and a lower display shelf lend a hearty, substantial look that feels right at home. Accompanying upholstered bar stool’s bent slat back design and cushioned upholstered seat with woven oatmeal-tone fabric cater with beauty and comfort.",Dining Room Sets,,APG-D814-134,https://www.ashleyfurniture.com/p/havalance_counter_height_dining_table_and_4_barstools/APG-D814-134.html?cgid=dining-sets,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D814-13-124%284%29-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D814-13-124%284%29-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D814-124-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D814-13-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D814-FINISH-500?$AFHS-Grid-1X$",White/Gray,Ashley furniture,54,36.38,54,ashleyfurniture.com
Skempton Dining Storage Table and 4 Chairs and Bench Set,"Set the scene for coastal chic or modern farmhouse living with the Skempton 6-piece dining room set. The clean-lined, simply striking table doubles the charm with its warm brown plank-effect top and grayish white base. Two convenient side drawers and a lift-top bin offer abundant storage options. Four upholstered, ladderback chairs and piano style storage bench sport a grayish white finish with rubbed through effect for a timeworn appeal.",Dining Room Sets,,APG-D394-255,https://www.ashleyfurniture.com/p/skempton_dining_table_and_4_chairs_and_bench/APG-D394-255.html?cgid=dining-sets,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-01%284%29-00-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-01%284%29-00-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-00-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-00-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-00-OPEN-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-00-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-00-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-01%282%29-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-01-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-01-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-01-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-01-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-223-AC-USB-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-223-DRW-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-CLSD-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-OPEN-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-TOP-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-FINISH-500?$AFHS-Grid-1X$",White/Light Brown,Ashley furniture,36,30.25,66,ashleyfurniture.com
Bolanburg Dining Table and 4 Chairs and Bench Set,"Enjoy beautiful cottage style with the classic Bolanburg dining table set. With a rustic planked top, this table serves up casual with a vintage twist. The gently distressed tabletop, paired with the rake-back design of the chairs and upholstered benches in a textured antique white finish, is a perfect set for impromptu gatherings. With six built-in drawers, you can keep placemats, napkins and utensils on hand for maximum practicality in any living space. For a quaint ensemble you're bound to love, choose this Bolanburg set.",Dining Room Sets,,APG-D647-255,https://www.ashleyfurniture.com/p/bolanburg_dining_table_and_4_chairs_and_bench/APG-D647-255.html?cgid=dining-sets,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-25-01%284%29-00-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-25-01%284%29-00-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-25-01%284%29-00-R40114?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-25-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-DETAIL-A?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-01?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-01-DETAIL-B-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-01-DETAIL-A-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-01-SIDE-SW-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-01-SIDE-ALT-SW-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-01-BACK-SW-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-00?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-DETAIL-B?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/B647-D647-00-ALT?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-00-DETAIL-A-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-00-DETAIL-B-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-00-SIDE-SW-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-25-Bolanburg-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-01-Bolanburg-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-FINISH-A-500?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-FINISH-B-500?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D647-FABRIC-DETAIL?$AFHS-Grid-1X$",Two-tone,Ashley furniture,40,30.75,72,ashleyfurniture.com
Owingsville Dining Table and 4 Chairs and Bench Set,"The farmhouse table is more in style than ever—and the Owingsville 6-piece dining room set brings it back in brilliant fashion. The rectangular table, 4 chairs and bench don a subtle two-tone finish for a look that's equally homey and sophisticated. Vintage inspiration at its best.",Dining Room Sets,,APG-D580-250,https://www.ashleyfurniture.com/p/owingsville_dining_table_and_4_chairs_and_bench/APG-D580-250.html?cgid=dining-sets,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-25-02%284%29-00-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-25-02%284%29-00?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-25-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-02-SD-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-00-ANGLE-SW-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-25?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-02-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-00?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-25-Owingsville-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-02-Owingsville-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-00-Owingsville-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-25-DETAIL-A-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-02-DETAIL-B-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-00-DETAIL-A-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-02-FINISH-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D580-FINISH-A-500?$AFHS-Grid-1X$",Black/Brown,Ashley furniture,35.75,30,60,ashleyfurniture.com
Coviar Dining Table with Ladderback Chairs and Bench Set,"Feast your eyes on how beautiful simplicity can be. The Coviar dining room table set’s wonderfully clean-lined profile is dramatically enriched with a complex, burnished finish loaded with tonal variation and rustically refined character. Upholstered ladderback chairs are such a classic, while comfortably cushioned bench brings a modern sensibility to the table.",Dining Room Sets,599.99,D385-325,https://www.ashleyfurniture.com/p/coviar_dining_table_and_chairs_with_bench_set_of_6/D385-325.html?cgid=dining-sets,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D385-325-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D385-325-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D385-325-CROP-A-WEB?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D385-325-MOOD?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D385-FINISH-500?$AFHS-Grid-1X$",Brown,Ashley furniture,36,30.13,60,ashleyfurniture.com
Valebeck Counter Height Dining Table and 4 Barstools Set,"The Valebeck 5-piece counter-height dining table and swivel bar stools serve up the best in rustic farmhouse living. The dining table with two-tone finish pairs a brown tabletop with distressed vintage white base and the black metal footrests add a distinctive twist. Four linen colored upholstered swivel seat barstools with nailhead trim detailing are finished in black metal with a choice of distressed vintage white, or brown for a contrasting eclectic style.",Dining Room Sets,,APG-D546134A,https://www.ashleyfurniture.com/p/valebeck_counter_height_dining_table_and_4_barstools/APG-D546134A.html?cgid=dining-sets,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-13-424%284%29-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-13-424%284%29?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-13-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-424-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-13-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-424%282%29-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-13-Valebeck-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-424-Valebeck-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-13-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-LIGHT-FINISH-500?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-DARK-FINISH-500?$AFHS-Grid-1X$",Brown,Ashley furniture,19.5,37,19.5,ashleyfurniture.com
Skempton Counter Height Dining Table and 4 Barstools Set,"Raise the bar on small space living with the Skempton 5-piece counter-height dining set. An inspired choice for coastal chic or modern farmhouse settings, this strikingly simple table marries a brown tone plank-effect top with a rubbed-through grayish white base for timeworn appeal. The table’s side shelves and 8-bottle wine rack cleverly balance form and function while the comfortably cushioned bar stools with classic ladderback styling serve up high style.",Dining Room Sets,,APG-D394-324,https://www.ashleyfurniture.com/p/skempton_counter_height_dining_table_and_4_barstools/APG-D394-324.html?cgid=dining-sets,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-32-124%284%29-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-32-124%284%29-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-32-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-124-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-32-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-32-Skempton-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-124-Skempton-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-FINISH-500?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-FINISH-B?$AFHS-Grid-1X$",White/Light Brown,Ashley furniture,60,36,30,ashleyfurniture.com
Bennox Dining Table with Chairs and Bench Set,"Set the scene for ultra-contemporary style with the Bennox dining room table set. Table’s rich, dark finish and clean, gently tapered profile is the epitome of great taste. Cutout-design chairs with upholstered seats and back supports are a cut above. Addition of upholstered bench incorporates a generous helping of casually cool flair.",Dining Room Sets,580,D384-325,https://www.ashleyfurniture.com/p/bennox_dining_table_and_chairs_with_bench_set_of_6/D384-325.html?cgid=dining-sets,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D384-325-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D384-325-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D384-325-MOOD?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D384-325-MOOD-AHS?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D384-325-R400142?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D384-FINISH-500?$AFHS-Grid-1X$",Brown,Ashley furniture,36,30.13,60,ashleyfurniture.com
